Date,Price,Open,High,Low,Vol.,Change %
24-Nov-22,20.2122,20.3603,20.7607,19.9437,1.41M,-0.73%
23-Nov-22,20.3603,18.479,20.4197,18.2412,1.95M,10.18%
22-Nov-22,18.479,18.0357,18.6252,17.5396,1.00M,2.46%
21-Nov-22,18.0357,18.17,18.2508,17.2224,1.18M,-0.74%
20-Nov-22,18.17,19.5103,19.7189,18.0717,763.74K,-6.87%
19-Nov-22,19.5103,19.32,19.6873,19.27,748.56K,0.26%
18-Nov-22,19.4595,19.6005,19.9079,19.3002,705.32K,-0.41%
17-Nov-22,19.5388,19.7292,20.0294,19.195,739.23K,-0.97%
16-Nov-22,19.7292,20.561,20.6518,19.5638,840.65K,-4.05%
15-Nov-22,20.561,20.4556,20.8889,20.2204,981.94K,0.52%
14-Nov-22,20.4556,19.8919,20.7,18.8387,1.88M,2.83%
13-Nov-22,19.8919,20.4806,20.9187,19.5337,982.58K,-2.87%
12-Nov-22,20.4806,21.55,21.56,20.2094,801.83K,-4.96%
11-Nov-22,21.55,21.9999,22.2498,20.4517,1.99M,-2.05%
10-Nov-22,21.9999,18.3008,22.7999,18.1389,3.84M,20.21%
9-Nov-22,18.3008,21.8692,22.108,17.7607,3.99M,-16.32%
8-Nov-22,21.8692,25.0298,25.268,19.8852,4.60M,-12.63%
7-Nov-22,25.0298,24.8396,25.6805,24.4235,1.35M,0.77%
6-Nov-22,24.8396,26.5205,27.1948,24.7358,1.62M,-6.34%
5-Nov-22,26.5205,25.7596,26.9354,25.618,2.07M,2.95%
4-Nov-22,25.7596,24.0199,26.0108,23.9111,2.32M,7.24%
3-Nov-22,24.0199,22.9389,24.8213,22.8781,1.63M,4.71%
2-Nov-22,22.9389,24.0389,24.47,22.351,2.59M,-4.58%
1-Nov-22,24.0389,24.2588,24.5934,23.8904,849.57K,-0.91%
31-Oct-22,24.2588,24.5093,24.9507,23.8043,1.33M,-1.02%
30-Oct-22,24.5093,25.8799,25.9198,24.2562,1.31M,-5.30%
29-Oct-22,25.8799,25.4806,26.8394,25.3101,2.34M,1.57%
28-Oct-22,25.4798,24.7503,25.6993,24.1706,1.84M,2.95%
27-Oct-22,24.7504,25.4905,25.7873,24.6831,2.28M,-2.90%
26-Oct-22,25.4905,24.6701,26.2006,24.4886,3.52M,3.33%
25-Oct-22,24.6701,22.6592,25.7692,22.3511,2.80M,8.87%
24-Oct-22,22.6603,23.4395,23.5388,22.3494,1.11M,-3.32%
23-Oct-22,23.4395,23.2291,23.6691,22.7001,1.42M,0.91%
22-Oct-22,23.2291,22.0313,23.3892,21.6992,1.42M,5.44%
21-Oct-22,22.0313,21.6701,22.1108,20.8728,1.32M,1.66%
20-Oct-22,21.6715,22.359,22.8684,21.4484,1.13M,-3.07%
19-Oct-22,22.359,23.4098,23.4783,22.2395,867.91K,-4.49%
18-Oct-22,23.4098,23.8299,24.1322,22.8887,1.13M,-1.76%
17-Oct-22,23.8299,23.1118,23.9597,22.9201,864.24K,3.11%
16-Oct-22,23.1118,22.7789,23.3897,22.7426,745.24K,1.51%
15-Oct-22,22.7691,23.148,23.2699,22.546,764.56K,-1.64%
14-Oct-22,23.1496,22.9796,24.4824,22.8393,2.06M,0.74%
13-Oct-22,22.9796,23.7895,23.919,20.8471,4.35M,-3.40%
12-Oct-22,23.7895,23.749,24.4284,23.5719,948.56K,0.21%
11-Oct-22,23.74,24.2278,24.2677,23.6068,1.39M,-1.75%
10-Oct-22,24.164,26.9603,27.1504,23.7366,2.36M,-10.37%
9-Oct-22,26.9603,26.9691,27.1689,26.7871,472.89K,-0.03%
8-Oct-22,26.9691,27.5008,27.6101,26.7226,480.76K,-1.93%
7-Oct-22,27.5008,27.8401,27.8695,27.1497,997.20K,-1.22%
6-Oct-22,27.8401,27.6294,28.9382,27.6294,1.72M,0.76%
5-Oct-22,27.6294,27.8992,27.981,27.1786,646.95K,-0.97%
4-Oct-22,27.8992,27.4306,28.0793,27.2902,1.02M,1.71%
3-Oct-22,27.4306,26.932,27.6004,26.6167,1.00M,1.86%
2-Oct-22,26.9305,27.5408,27.7511,26.7945,846.07K,-2.22%
1-Oct-22,27.5408,27.741,27.8811,27.3099,489.01K,-0.72%
30-Sep-22,27.741,27.8088,28.2783,27.4182,1.40M,-0.24%
29-Sep-22,27.8088,27.6298,28.2188,27.1003,1.44M,0.65%
28-Sep-22,27.6295,28.1095,28.2603,26.6715,2.04M,-1.71%
27-Sep-22,28.1095,28.4873,30.097,27.6114,3.15M,-1.33%
26-Sep-22,28.4873,28.3684,28.5584,27.548,1.52M,0.42%
25-Sep-22,28.3684,28.6801,29.4884,27.9939,1.53M,-1.09%
24-Sep-22,28.6801,28.9177,29.5047,28.3508,1.79M,-0.82%
23-Sep-22,28.9177,28.6213,29.4628,27.2605,2.44M,1.04%
22-Sep-22,28.6213,27.7628,28.8993,27.6403,2.06M,3.09%
21-Sep-22,27.7628,29.1182,30.6556,27.0213,4.15M,-4.65%
20-Sep-22,29.1182,30.3595,30.5283,28.7599,2.68M,-4.09%
19-Sep-22,30.3595,29.5201,30.8478,27.6084,4.85M,2.85%
18-Sep-22,29.5196,34.4268,34.4275,29.3118,3.11M,-14.25%
17-Sep-22,34.4268,34.088,34.8705,33.5492,1.77M,0.99%
16-Sep-22,34.088,35.6808,35.782,32.865,5.83M,-4.46%
15-Sep-22,35.6808,39.2117,39.516,35.4102,12.02M,-9.00%
14-Sep-22,39.2089,35.2935,39.7303,35.0824,5.87M,11.07%
13-Sep-22,35.3009,38.4401,38.9024,34.7779,4.84M,-8.17%
12-Sep-22,38.4401,38.5274,40.5081,37.1632,4.74M,-0.08%
11-Sep-22,38.4727,39.2493,39.4201,37.6942,2.18M,-1.96%
10-Sep-22,39.2401,39.1807,40.3035,38.0416,3.38M,0.15%
9-Sep-22,39.1807,37.0735,39.9809,36.6489,6.16M,5.68%
8-Sep-22,37.0735,37.2691,37.7585,35.5413,5.48M,-0.53%
7-Sep-22,37.2703,34.3829,37.96,33.1579,10.28M,8.41%
6-Sep-22,34.3784,39.5638,42.0682,34.3615,15.25M,-13.11%
5-Sep-22,39.5638,32.4601,39.8408,31.5996,7.55M,21.88%
4-Sep-22,32.4604,32.2296,32.4991,31.5711,1.06M,0.72%
3-Sep-22,32.2296,32.4405,32.6804,31.9895,860.56K,-0.65%
2-Sep-22,32.4405,32.9006,33.8775,31.8913,2.50M,-1.40%
1-Sep-22,32.9006,32.4293,32.9496,31.0669,2.12M,1.45%
31-Aug-22,32.4293,32.3095,33.7069,31.8981,2.65M,0.37%
30-Aug-22,32.3095,33.5403,34.3401,31.4801,3.40M,-3.67%
29-Aug-22,33.5403,30.9411,33.7301,30.4248,3.72M,8.82%
28-Aug-22,30.8208,33.0008,33.3424,30.6253,2.64M,-6.61%
27-Aug-22,33.0008,33.8821,34.3905,32.0376,4.08M,-2.60%
26-Aug-22,33.8821,37.101,38.238,33.5713,6.36M,-8.68%
25-Aug-22,37.101,35.2912,38.0694,35.2233,4.54M,5.07%
24-Aug-22,35.3099,34.3202,36.8007,32.9219,3.72M,2.86%
23-Aug-22,34.3292,34.0988,34.6883,32.2968,3.14M,0.68%
22-Aug-22,34.0988,33.6202,34.102,31.2995,3.32M,1.42%
21-Aug-22,33.6202,32.7868,34.1481,32.1598,3.23M,2.53%
20-Aug-22,32.7902,32.9677,34.5483,31.2604,5.20M,-0.54%
19-Aug-22,32.9677,39.5602,39.6214,32.5182,11.22M,-16.66%
18-Aug-22,39.5602,40.2981,41.8201,39.1855,4.11M,-1.84%
17-Aug-22,40.3002,39.8901,42.5189,38.8696,4.71M,1.03%
16-Aug-22,39.8901,41.9495,42.2675,39.4514,2.75M,-4.90%
15-Aug-22,41.9472,41.5293,43.5316,40.2683,3.99M,1.01%
14-Aug-22,41.5293,43.5474,44.2449,40.6027,4.75M,-4.61%
13-Aug-22,43.5383,43.3682,45.5607,42.8615,4.40M,0.39%
12-Aug-22,43.3682,42.0903,43.7315,41.1506,5.97M,3.02%
11-Aug-22,42.0973,38.8215,44.3318,38.25,10.75M,8.44%
10-Aug-22,38.8215,36.4112,39.4771,36.1818,7.03M,6.63%
9-Aug-22,36.407,38.0689,38.2302,35.558,3.46M,-4.37%
8-Aug-22,38.0689,37.7179,39.6633,36.9253,5.07M,0.93%
7-Aug-22,37.7179,37.7841,38.5593,36.7824,2.80M,-0.18%
6-Aug-22,37.7841,38.2925,39.4057,37.3498,3.72M,-1.33%
5-Aug-22,38.2925,34.7714,38.5428,34.6915,5.79M,10.13%
4-Aug-22,34.7714,35.95,37.0231,34.1297,4.49M,-3.28%
3-Aug-22,35.95,36.5412,38.4727,35.2678,6.73M,-1.62%
2-Aug-22,36.5412,34.9333,38.6685,32.2283,10.92M,4.60%
1-Aug-22,34.9333,36.3717,37.5726,33.7203,6.72M,-3.95%
31-Jul-22,36.3717,39.2548,41.4137,35.9744,6.73M,-7.31%
30-Jul-22,39.2401,40.2967,41.7919,38.4669,7.89M,-2.62%
29-Jul-22,40.2967,40.7601,45.2519,37.6722,18.85M,-1.13%
28-Jul-22,40.7572,32.8882,42.2096,32.0391,17.17M,23.93%
27-Jul-22,32.8882,25.1491,33.0873,24.9584,10.99M,30.77%
26-Jul-22,25.1491,23.2145,25.1883,22.9694,4.35M,8.33%
25-Jul-22,23.2145,25.5414,25.7623,23.1797,4.74M,-9.12%
24-Jul-22,25.5433,25.5543,26.5774,25.3235,4.17M,-0.04%
23-Jul-22,25.5543,24.8722,27.9876,24.6217,7.07M,2.75%
22-Jul-22,24.8694,26.1904,26.8437,24.1304,5.55M,-5.04%
21-Jul-22,26.1904,23.3026,26.2965,22.1976,5.23M,12.39%
20-Jul-22,23.3026,25.2007,25.8489,23.1198,6.27M,-7.53%
19-Jul-22,25.2007,25.289,27.7627,24.261,11.08M,-0.35%
18-Jul-22,25.289,19.2305,25.516,19.2305,10.39M,31.51%
17-Jul-22,19.2305,17.3052,20.478,16.8587,7.45M,11.13%
16-Jul-22,17.3052,15.051,17.4789,14.6491,1.73M,14.98%
15-Jul-22,15.051,14.7294,15.3401,14.5599,700.55K,2.18%
14-Jul-22,14.7294,14.4281,14.7901,13.9326,648.57K,2.09%
13-Jul-22,14.4281,13.8405,14.4281,13.378,858.13K,4.25%
12-Jul-22,13.8405,14.2004,14.3692,13.8095,526.54K,-2.53%
11-Jul-22,14.2004,15.121,15.1211,14.1297,459.85K,-6.09%
10-Jul-22,15.121,15.8482,15.8582,14.9897,559.36K,-4.59%
9-Jul-22,15.8482,15.5799,16.0086,15.5694,477.07K,1.72%
8-Jul-22,15.5799,15.9192,16.336,15.4102,696.38K,-2.13%
7-Jul-22,15.9192,15.2191,16.0191,15.0901,554.37K,4.60%
6-Jul-22,15.2191,14.9395,15.3495,14.7393,545.35K,1.87%
5-Jul-22,14.9395,15.399,15.4823,14.4395,699.91K,-2.98%
4-Jul-22,15.399,14.8105,15.4383,14.4111,582.34K,3.97%
3-Jul-22,14.8105,14.7691,14.9999,14.3513,426.94K,0.28%
2-Jul-22,14.7691,14.6304,14.9473,14.2993,456.28K,0.95%
1-Jul-22,14.6304,14.9922,15.3677,14.3099,865.13K,-2.39%
30-Jun-22,14.9892,15.2189,15.2906,14.1525,833.60K,-1.51%
29-Jun-22,15.2189,15.4384,15.6897,14.9404,829.19K,-1.42%
28-Jun-22,15.4384,16.511,16.8027,15.3284,949.92K,-6.50%
27-Jun-22,16.511,16.6804,17.5108,16.1695,1.62M,-1.02%
26-Jun-22,16.6804,16.5599,17.8214,16.0689,1.47M,0.73%
25-Jun-22,16.5599,16.4227,16.6824,15.7991,744.43K,0.84%
24-Jun-22,16.4227,15.9305,16.819,15.8707,1.11M,3.09%
23-Jun-22,15.9305,15.1903,16.0504,15.1306,735.87K,4.87%
22-Jun-22,15.1903,16.1399,16.1603,15.06,1.18M,-5.87%
21-Jun-22,16.1378,16.2506,16.9528,15.8228,1.23M,-0.69%
20-Jun-22,16.2506,15.3686,16.5416,14.5681,1.76M,5.74%
19-Jun-22,15.3686,13.6751,15.542,13.279,1.78M,12.38%
18-Jun-22,13.6751,14.354,14.5819,12.4816,1.81M,-4.73%
17-Jun-22,14.354,13.816,14.58,13.73,956.32K,3.89%
16-Jun-22,13.816,15.8686,16.0385,13.6,1.64M,-12.94%
15-Jun-22,15.8691,14.6107,16.0391,12.9427,3.31M,8.61%
14-Jun-22,14.6107,14.443,15.0924,13.1242,2.77M,1.16%
13-Jun-22,14.443,16.5661,16.865,13.9936,3.31M,-12.86%
12-Jun-22,16.5737,18.2028,18.3954,16.5737,1.43M,-8.95%
11-Jun-22,18.2028,19.9965,20.3862,17.9227,1.05M,-8.97%
10-Jun-22,19.9965,21.1698,21.3136,19.8984,844.75K,-5.54%
9-Jun-22,21.1698,21.2949,21.6509,20.9884,390.58K,-0.59%
8-Jun-22,21.2949,21.5509,21.8092,21.03,525.48K,-1.19%
7-Jun-22,21.5509,22.5311,22.5311,20.8955,1.04M,-4.35%
6-Jun-22,22.5311,21.8296,23.39,21.7718,942.05K,3.21%
5-Jun-22,21.8296,21.99,22.1794,21.6891,306.55K,-0.73%
4-Jun-22,21.99,21.84,22.0508,21.5504,430.55K,0.69%
3-Jun-22,21.84,22.4304,22.6395,21.2908,622.78K,-2.63%
2-Jun-22,22.4304,21.9928,22.5117,21.6223,690.85K,1.99%
1-Jun-22,21.9928,23.7664,24.1801,21.5632,1.31M,-7.46%
31-May-22,23.7664,24.8296,25.1301,23.0047,1.88M,-4.28%
30-May-22,24.8296,23.6701,24.9835,23.4503,1.43M,4.90%
29-May-22,23.6701,22.7435,23.8069,22.2019,947.07K,4.07%
28-May-22,22.7435,22.445,23.0677,22.3556,1.23M,1.33%
27-May-22,22.445,21.9001,23.371,21.5246,3.09M,2.49%
26-May-22,21.8997,23.7297,23.9135,20.8606,2.25M,-7.71%
25-May-22,23.7297,24.218,25.6374,23.5208,3.01M,-2.02%
24-May-22,24.218,21.8518,24.4284,21.0582,2.71M,11.01%
23-May-22,21.8151,21.0907,24.122,20.67,2.48M,3.44%
22-May-22,21.0907,20.359,21.2309,20.1606,468.85K,3.59%
21-May-22,20.359,20.1776,20.5385,19.8984,298.39K,0.90%
20-May-22,20.1776,20.8906,21.1697,19.7482,670.19K,-3.41%
19-May-22,20.8906,19.7988,21.0188,19.4503,745.32K,5.66%
18-May-22,19.7709,21.7705,21.9592,19.7598,699.59K,-9.18%
17-May-22,21.7705,20.8992,21.8292,20.6816,726.37K,4.17%
16-May-22,20.8992,22.13,22.6786,20.3611,1.26M,-5.56%
15-May-22,22.13,21.0704,22.1562,20.4213,677.20K,5.03%
14-May-22,21.0704,20.4813,21.3468,19.5712,1.14M,2.88%
13-May-22,20.4813,18.8832,21.7789,18.7085,1.73M,8.46%
12-May-22,18.8832,19.9213,20.7805,16.0754,3.99M,-5.21%
11-May-22,19.9213,23.8892,24.3988,18.6693,5.11M,-16.55%
10-May-22,23.8711,22.6907,25.5214,22.0565,2.61M,5.08%
9-May-22,22.7179,26.4999,27.211,22.5008,2.76M,-14.27%
8-May-22,26.4999,26.8579,27.21,26.1545,1.35M,-1.33%
7-May-22,26.8579,27.9505,27.9832,26.2728,1.21M,-3.91%
6-May-22,27.9505,28.3013,28.6312,27.0305,2.05M,-1.24%
5-May-22,28.3013,30.6574,32.6487,27.67,3.93M,-7.70%
4-May-22,30.6625,26.8406,30.7731,26.835,1.46M,14.24%
3-May-22,26.8406,27.4116,28.0177,26.4969,675.80K,-2.08%
2-May-22,27.4116,27.6468,28.3285,26.6167,955.15K,-0.91%
1-May-22,27.662,25.9531,27.9988,25.813,1.58M,6.58%
30-Apr-22,25.9531,29.1744,29.6029,24.5731,1.66M,-11.04%
29-Apr-22,29.1744,31.1214,31.4396,28.7147,1.16M,-6.26%
28-Apr-22,31.1214,31.276,31.7638,30.4298,1.07M,-0.50%
27-Apr-22,31.2772,30.695,31.6588,30.259,878.55K,1.90%
26-Apr-22,30.695,33.6508,33.9098,29.9429,1.37M,-8.74%
25-Apr-22,33.6347,33.6359,34.0856,31.4456,2.10M,-0.10%
24-Apr-22,33.669,34.5423,34.8588,33.5423,1.22M,-2.55%
23-Apr-22,34.55,35.5353,35.7046,34.4397,640.99K,-2.77%
22-Apr-22,35.5353,34.894,35.8257,34.5613,1.35M,1.84%
21-Apr-22,34.8949,36.521,37.7998,34.3576,1.82M,-4.45%
20-Apr-22,36.5198,37.8248,38.1107,36.0157,1.67M,-3.45%
19-Apr-22,37.8248,36.8838,37.9026,36.1972,1.50M,2.53%
18-Apr-22,36.8922,36.6015,37.0563,34.5891,1.84M,0.79%
17-Apr-22,36.6015,38.1438,38.4644,36.4835,1.12M,-4.04%
16-Apr-22,38.1438,37.3911,38.7136,37.0374,1.44M,2.00%
15-Apr-22,37.395,37.057,37.6198,36.6393,942.91K,0.91%
14-Apr-22,37.057,38.5725,39.1214,36.4221,1.51M,-3.82%
13-Apr-22,38.5307,38.1151,38.7823,36.7285,1.85M,1.16%
12-Apr-22,38.0897,36.9736,39.0657,36.4874,2.80M,3.04%
11-Apr-22,36.9675,40.3079,40.526,35.9438,3.51M,-8.29%
10-Apr-22,40.3079,41.9305,42.6048,40.23,1.67M,-3.87%
9-Apr-22,41.9305,40.4907,42.9474,40.4242,2.36M,3.53%
8-Apr-22,40.4993,43.4469,44.0177,39.8262,3.34M,-6.85%
7-Apr-22,43.4777,38.4511,44.6777,38.1201,5.38M,13.06%
6-Apr-22,38.4547,44.3945,44.5528,38.2102,4.58M,-13.39%
5-Apr-22,44.3979,46.7596,46.9312,44.2516,2.21M,-5.05%
4-Apr-22,46.7596,46.708,48.5865,44.5984,4.37M,0.17%
3-Apr-22,46.6811,45.4725,47.9016,44.5204,3.27M,2.53%
2-Apr-22,45.5294,47.1946,48.3239,45.183,2.77M,-3.53%
1-Apr-22,47.1946,47.487,48.0945,43.6149,4.64M,-0.62%
31-Mar-22,47.487,49.6406,50.8247,46.1663,5.34M,-4.27%
30-Mar-22,49.6052,49.2721,51.5168,48.3458,5.75M,0.68%
29-Mar-22,49.2721,47.1883,52.3851,47.0619,8.49M,4.42%
28-Mar-22,47.1883,48.0735,51.2295,46.5892,5.57M,-1.84%
27-Mar-22,48.0735,47.2208,48.5116,44.8303,3.70M,1.80%
26-Mar-22,47.2233,48.1489,48.7258,46.7963,3.58M,-1.92%
25-Mar-22,48.1489,48.5585,49.8935,45.3506,7.48M,-0.84%
24-Mar-22,48.5577,45.1975,50.4478,42.8004,9.83M,7.43%
23-Mar-22,45.1975,45.9193,48.8288,43.3546,8.51M,-1.58%
22-Mar-22,45.9217,38.4453,46.8379,38.1971,8.79M,19.45%
21-Mar-22,38.4453,38.1862,39.8791,36.2718,7.23M,0.68%
20-Mar-22,38.1863,33.8796,40.8898,32.9305,13.13M,12.71%
19-Mar-22,33.8796,28.05,34.2594,28.0401,5.05M,20.78%
18-Mar-22,28.05,27.1502,28.3001,26.5302,17.67M,3.31%
17-Mar-22,27.1502,27.3711,27.5006,26.7402,15.63M,-0.81%
16-Mar-22,27.3711,25.85,27.5715,25.7099,27.07M,5.88%
15-Mar-22,25.85,25.94,26.26,25.13,13.91M,-0.35%
14-Mar-22,25.94,25.3601,26.0998,25.0498,15.57M,2.29%
13-Mar-22,25.3601,26.2999,26.6501,25.1799,10.69M,-3.57%
12-Mar-22,26.2999,26.4801,27,26.27,13.89M,-0.68%
11-Mar-22,26.4801,26.69,26.98,25.98,22.80M,-0.79%
10-Mar-22,26.69,28.0502,28.5901,26.1699,24.20M,-4.85%
9-Mar-22,28.0502,26.75,28.68,26.52,27.82M,4.86%
8-Mar-22,26.75,26.14,26.94,25.96,23.29M,2.33%
7-Mar-22,26.14,26.5201,27.45,25.26,25.76M,-1.43%
6-Mar-22,26.5201,27.8399,28.07,26.49,16.32M,-4.74%
5-Mar-22,27.8399,27.59,28.0899,26.7,15.03M,0.91%
4-Mar-22,27.5898,30.228,30.8799,27.0062,39.54M,-8.73%
3-Mar-22,30.228,29.5216,31.5704,28.9969,2.33M,2.39%
2-Mar-22,29.5216,30.3386,30.5719,29.0976,1.35M,-2.63%
1-Mar-22,30.3201,30.7103,31.375,29.4578,1.64M,-1.27%
28-Feb-22,30.7103,27.3389,30.716,26.899,1.42M,12.33%
27-Feb-22,27.3389,28.8599,29.23,26.9085,1.44M,-5.27%
26-Feb-22,28.8599,27.9813,29.73,27.8695,1.56M,3.14%
25-Feb-22,27.9813,26.5386,28.4458,25.9286,1.41M,5.44%
24-Feb-22,26.5386,26.5169,27.1643,23.359,3.31M,0.08%
23-Feb-22,26.5169,26.6498,28.1574,26.2589,1.72M,-0.50%
22-Feb-22,26.6498,24.9708,26.8508,24.5218,1.83M,6.61%
21-Feb-22,24.9982,27.251,28.377,24.8197,2.13M,-8.27%
20-Feb-22,27.251,28.6906,28.7368,26.9063,1.33M,-5.08%
19-Feb-22,28.7091,28.9605,29.1812,27.6801,1.09M,-0.87%
18-Feb-22,28.9597,29.4502,30.3997,28.251,1.56M,-1.67%
17-Feb-22,29.4502,32.2392,32.6204,28.9552,1.45M,-8.57%
16-Feb-22,32.2118,33.4791,33.4791,31.5067,1.02M,-3.79%
15-Feb-22,33.4791,31.3995,33.6587,31.1392,1.40M,6.56%
14-Feb-22,31.4186,32.4706,33.2414,30.4112,1.62M,-3.27%
13-Feb-22,32.4797,31.6616,34.0568,31.4979,2.01M,2.60%
12-Feb-22,31.6561,32.6853,33.2513,31.0556,2.03M,-3.07%
11-Feb-22,32.6576,34.3712,37.4989,31.8699,3.96M,-4.99%
10-Feb-22,34.3736,33.7694,36.8036,33.5874,3.51M,1.79%
9-Feb-22,33.7694,32.0089,34.8503,31.289,2.31M,5.51%
8-Feb-22,32.007,32.6203,33.1622,30.435,1.67M,-1.88%
7-Feb-22,32.6203,29.8991,33.1597,29.3389,1.99M,9.10%
6-Feb-22,29.8991,29.4068,30.0918,28.9506,914.72K,1.67%
5-Feb-22,29.4068,29.679,29.9486,28.737,1.28M,-0.96%
4-Feb-22,29.6908,27.8581,29.8129,27.4494,1.78M,6.60%
3-Feb-22,27.8526,26.2989,28.0473,25.6724,1.38M,5.91%
2-Feb-22,26.2989,26.7897,28.4121,26.1968,1.53M,-1.83%
1-Feb-22,26.7897,25.6807,26.9202,25.4199,807.01K,4.32%
31-Jan-22,25.6807,24.9092,25.7194,24.0186,984.46K,3.10%
30-Jan-22,24.9096,25.3276,25.8612,24.5592,738.07K,-1.65%
29-Jan-22,25.3276,25.1704,25.7173,24.9226,726.29K,0.62%
28-Jan-22,25.1704,24.3093,25.221,23.8813,1.01M,3.81%
27-Jan-22,24.2468,24.2802,24.7501,23.3296,1.20M,-0.14%
26-Jan-22,24.2802,24.0295,26.2826,23.6098,1.71M,1.04%
25-Jan-22,24.0295,24.1072,24.2672,23.2384,1.76M,-0.32%
24-Jan-22,24.1072,25.1431,25.1431,21.7043,3.57M,-4.12%
23-Jan-22,25.1431,24.1897,25.2506,23.5588,2.17M,3.94%
22-Jan-22,24.1897,25.9214,26.4292,21.3096,5.12M,-6.68%
21-Jan-22,25.9214,29.3044,29.7006,25.2789,2.95M,-11.57%
20-Jan-22,29.3137,31.2902,32.0096,29.0513,1.41M,-6.32%
19-Jan-22,31.2902,32.6498,34.6601,31.2902,3.14M,-4.39%
18-Jan-22,32.7277,30.982,34.1857,30.7,3.21M,5.63%
17-Jan-22,30.982,32.2806,32.3804,30.4804,568.34K,-4.02%
16-Jan-22,32.2799,32.8499,32.8499,31.9894,403.45K,-1.74%
15-Jan-22,32.8523,31.9691,33.3714,31.8372,923.71K,2.77%
14-Jan-22,31.9681,30.2395,33.4149,30.1076,1.94M,5.73%
13-Jan-22,30.2358,31.1482,31.8995,30.1295,719.65K,-2.93%
12-Jan-22,31.1482,29.66,31.1977,29.541,621.77K,5.02%
11-Jan-22,29.66,28.4896,30.0294,28.3897,887.43K,4.11%
10-Jan-22,28.4896,29.7315,30.0589,27.3084,1.49M,-4.18%
9-Jan-22,29.7315,29.3406,30.2594,29.1629,594.21K,1.33%
8-Jan-22,29.3406,30.4108,31.0396,28.4518,908.54K,-3.52%
7-Jan-22,30.4108,31.6304,31.7502,29.202,1.56M,-3.91%
6-Jan-22,31.6496,31.89,32.1203,30.7188,1.02M,-0.75%
5-Jan-22,31.89,34.1504,34.79,30.4894,1.07M,-6.62%
4-Jan-22,34.1504,34.7191,35.0002,33.8302,579.27K,-1.67%
3-Jan-22,34.7287,35.3972,35.3972,34.1899,568.31K,-1.89%
2-Jan-22,35.3972,34.8877,35.8396,34.3192,412.56K,1.46%
1-Jan-22,34.8877,34.0583,34.8877,34.0583,366.91K,2.44%
31-Dec-21,34.0583,34.5889,35.6481,33.4789,814.32K,-1.53%
30-Dec-21,34.5889,34.1096,35.01,33.5688,632.43K,1.40%
29-Dec-21,34.1096,34.9109,35.4392,33.8095,739.55K,-2.30%
28-Dec-21,34.9109,37.5912,37.61,34.5888,1.08M,-7.13%
27-Dec-21,37.5906,37.93,38.6794,37.5703,566.60K,-0.89%
26-Dec-21,37.9299,38.0761,38.3191,37.0305,585.10K,-0.40%
25-Dec-21,38.0813,37.3931,38.7683,37.18,503.31K,1.86%
24-Dec-21,37.3871,37.5297,38.4059,37.045,869.94K,-0.37%
23-Dec-21,37.5256,35.6867,37.6997,35.1919,939.89K,5.15%
22-Dec-21,35.6867,35.3293,36.5071,35.1795,909.72K,1.01%
21-Dec-21,35.3293,34.5473,35.5196,34.349,562.48K,2.34%
20-Dec-21,34.5212,34.8665,35.4166,33.5215,1.00M,-0.99%
19-Dec-21,34.8665,35.0282,36.2064,34.7518,699.05K,-0.46%
18-Dec-21,35.0282,34.3261,35.4986,33.84,573.54K,2.04%
17-Dec-21,34.3263,35.1551,35.458,33.2922,875.39K,-2.33%
16-Dec-21,35.1462,36.1374,36.7859,35.0585,820.76K,-2.74%
